dumbSQ,smartSQ,dumbLIB,smartLIB
27,16,21.77,19.28
22,18,19.93,19.17
26,16,21.13,18.05
25,16,20.9,19.67
24,17,21.05,18.05
23,18,22.47,19.42
21,19,21.1,19.43
25,18,20.7,19.02
25,18,20.8,18.33
25,18,19.68,19.4
24,17,20.53,18.73
26,18,21.62,17.5
27,17,20.03,19.47
23,17,21.02,18
26,17,20.68,19.27
23,16,20.02,17.5
26,17,21.12,18.43
23,20,21.2,18.27
27,19,20.97,17.53
25,17,20.55,18.9
23,19,20.55,17.5
23,19,21.6,18.38
25,16,20.87,17.6
23,17,22.1,18.92
25,16,22.05,17.6
28,17,20.98,18.63
23,16,20.33,19.15
22,16,20.7,19.87
25,17,21.2,17.97
23,17,21.45,19.67
24,17,21.6,19.7
27,19,22.37,18.52
26,17,20.38,18.85
26,18,20.83,17.98
23,16,20.27,22.3
27,16,21.08,17.5
25,19,22.25,18.95
23,18,21.25,17.88
24,19,20.9,18.03
24,19,21.23,18.23
26,17,22.18,18.08
27,16,21.47,19.23
22,17,20.97,19.7
25,19,21.68,18.65
25,16,22.25,17.93
26,18,21.15,19.8
28,17,19.87,19.3
22,17,21.53,18.85
22,17,21.67,18.1
23,18,20.53,18.87
27,20,18.53,17.5
26,17,22.48,19.18
21,18,20.7,17.8
22,16,20.33,18.88
20,19,20,18
22,17,20.23,18.82
21,17,20.28,21.18
25,16,22.05,18.35
24,17,20.93,18.47
23,17,21.9,18.45
22,18,21.43,20.9
24,16,20.83,18.42
23,17,19.53,18.83
20,16,20.53,18.1
25,17,21.05,19.32
25,16,21,18.8
23,18,21.22,20.47
25,16,22.12,17.5
24,17,19.68,17.7
23,18,21.3,18.13
24,16,20.97,18.82
25,19,20.62,18.07
22,19,22.2,18.4
25,18,21.6,18.02
24,18,20.5,17.6
25,16,21.45,19.55
24,17,22.62,18.4
24,16,22.42,20.17
25,18,20.9,18.17
21,17,21.33,18.8
23,16,22.58,18.15
25,17,23.15,17.98
22,18,21.02,18.7
23,16,21.23,17.75
24,19,20.5,18.87
24,16,21.12,20.38
25,17,20.03,18.55
25,17,18.8,18.12
24,17,20.03,19.33
22,18,19.52,19.5
24,16,20.75,18.23
25,17,20.9,17.85
25,17,23.33,18.85
25,18,21.42,18.63
22,17,21.45,18.25
22,16,22.05,18.95
23,17,22.05,19.73
24,16,20.83,17.5
23,18,22.63,17.98
24,16,22.25,20.37
24,17,23.27,18.03
22,18,21.83,19.53
24,16,20.58,18
22,18,19.72,19.1
24,16,20.17,19.17
27,19,20.83,17.73
21,18,19.62,18.73
27,16,21.27,18.42
25,17,22.1,18.87
23,16,23.8,18.07
26,18,20.97,18.75
26,17,22.07,18.42
25,18,20.62,18.45
22,18,21.83,18.45
25,21,21.4,18.73
24,18,22.87,18.87
28,17,20.55,17.58
22,17,21.23,17.98
24,17,21.88,18.15
24,18,20.72,19.3
23,17,18.78,18.2
21,17,20.85,17.95
25,18,21.17,18.83
25,18,21.92,18.73
26,16,20.07,21.02
23,18,21.15,19.95
23,19,20.12,18.92
24,16,22.13,19.3
22,16,19.3,18.52
23,19,20.93,18.17
24,17,22.82,18.08
26,18,23.97,18.62
25,19,22.42,17.75
27,17,20.58,18.53
18,17,20.7,18.22
23,18,21.63,18.33
26,16,20.6,18.48
25,19,19.35,17.92
21,17,21.67,18.03
22,17,21.75,17.63
25,16,21.5,18.32
25,18,22.17,19.47
25,19,20.63,18.47
25,16,19.85,18.35
26,18,20.78,18.85
27,19,20.83,19.22
25,19,21.47,19.22
22,20,20.37,18.97
24,17,20.8,19.57
24,19,19.38,18.87
24,18,20.38,18.48
24,16,23.02,18.08
24,19,19.3,17.67
26,18,20.38,18.42
25,19,20.63,18.6
26,17,21.03,20.42
23,18,20.8,17.5
22,19,18.9,20.5
26,18,22.1,19.2
24,18,20.07,18.82
22,19,20.98,17.5
23,17,20.63,19.17
24,19,21.2,19.23
22,17,20.6,18.65
23,19,21.07,19.02
25,17,20.1,18.32
26,17,22.13,18.18
28,17,21.35,18.3
25,17,20.52,18.73
25,17,20.6,19.42
26,16,20.55,18.12
24,21,20.25,19.8
22,18,19.93,19.62
23,17,22.17,19.52
26,16,21.38,19.93
26,18,21.22,19.7
26,18,19.97,19.27
21,17,22.13,18.17
23,19,22.15,17.98
26,17,20.95,20.43
25,18,20.1,19.12
25,18,23.02,17.67
22,19,21.55,19.5
22,19,21.02,18.92
26,18,19.52,19.57
25,18,20.97,17.5
25,16,22.03,18.32
23,20,20.62,19.15
25,16,20.62,19.35
25,19,22.37,18.88
24,17,22.37,18.18
20,18,19.98,18.8
25,16,20.07,18.82
27,21,23.42,18.05
23,17,20.38,19.08
26,19,21.12,20.28
28,18,20.82,18.82
21,19,21.08,20.02
25,17,21.8,17.6
22,18,21.2,18.77
19,16,20.48,20.08
27,17,20.42,19.15
22,17,21.15,18.65
25,17,23.08,19.7
23,19,20.5,18.57
23,18,20.5,17.7
23,18,21.28,18.75
23,17,21.77,18.45
24,17,19.8,17.58
22,20,18.62,18
25,20,21.9,18.73
27,18,21.18,19.63
25,17,21.7,17.5
23,17,19.67,18.5
24,18,20.88,18.05
26,19,19.45,19.4
27,18,19.4,19.07
23,18,20.85,18.23
22,18,21.03,17.82
22,19,19.77,18.78
25,16,21.92,18.05
24,16,21.43,18
26,16,20.47,20
24,17,21.38,18.9
26,16,21.43,18.82
21,16,20.67,18.2
24,20,22.25,18.57
25,19,22.62,19.97
25,16,21.97,18.05
26,17,21.38,19.38
26,18,19.93,17.93
26,20,21.77,17.5
20,18,20.33,18.83
23,17,21.78,18.38
29,18,21.63,18.23
24,18,23.83,19.68
23,19,20.5,19.48
24,17,21.45,18.75
27,18,20.32,18.95
25,16,20.78,19.78
24,18,21.47,18.82
23,18,20.45,19.42
23,18,21.58,18.4
24,17,22.17,19.43
25,16,19.65,18.92
27,17,20.6,19.42
23,19,24.23,17.93
26,18,21.53,19.28
25,18,22.35,17.5
24,16,20.88,18.75
26,17,23.62,19.72
21,18,21.37,18.62
22,17,21.6,17.5
26,16,22.25,18.88
26,17,22.55,20.13
24,20,21.73,17.5
22,18,21.8,18.28
22,17,23.23,18.18
22,17,21.12,18.35
24,18,21.7,18.17
22,16,21.78,18.87
25,16,20.5,17.58
23,21,21.28,19.98
22,17,20.55,18.05
27,16,21.28,18.45
23,17,20.82,17.5
27,17,19.22,17.6
21,18,22.13,17.5
26,17,21.25,18.82
26,17,21.65,18.57
23,16,19.13,18.97
24,19,21.38,17.5
21,17,21.4,18.77
22,17,23.15,18.85
25,16,19.78,18.8
24,17,20.18,18.6
28,21,20.18,17.57
25,20,21.88,19.9
24,16,18.53,18.98
26,17,21.28,19.4
25,18,20.93,18.93
27,18,20.53,20
25,17,19.92,18.78
26,17,21.02,18.1
25,17,21.82,17.5
21,18,19.72,19.98
24,17,19.38,19.22
24,17,21.58,17.5
22,19,19.8,20.18
25,18,20.03,18.73
24,17,21.68,19.35
24,19,21.03,19.07
24,19,21.4,19.2
24,17,21.2,17.9
27,16,20.88,19.65
27,18,20.05,18.63
21,19,20.88,21.07
22,17,21.13,17.5
24,16,20.6,18.75
23,16,22.18,17.87
24,17,21.17,18.82
25,19,20.72,18.5
26,21,21.45,17.5
20,17,20.57,18.05
25,16,22.5,19.85
19,18,20.83,17.83
22,18,21.35,19.37
26,16,19.73,17.8
24,19,20.63,18.38
21,18,24.23,18.18
24,18,20.57,18.65
25,17,22.18,19.15
21,16,20.68,19.38
25,17,21.65,18.75
20,17,20.5,20.07
24,17,20.78,18.23
23,18,20.28,18.73
24,20,20.8,19.22
25,17,18.55,19.92
24,18,21.17,17.78
23,17,23.78,21.07
27,18,21.37,17.5
23,16,21.57,19.83
23,18,19.83,17.82
25,16,22.67,17.6
23,18,21.28,19.38
25,17,20.27,18.65
23,17,21.3,19.12
28,16,21.55,17.75
26,18,23.82,18.7
21,17,21.93,17.93
22,16,22.33,17.5
22,17,19.95,18.88
21,17,20.3,18.12
26,17,20.9,18.88
26,18,20.9,19.42
24,18,22.32,19.52
25,17,19.38,18.03
26,18,21.47,20.38
27,18,19.83,17.82
24,17,20.47,20.52
26,16,21.62,17.5
24,19,20.82,18.18
23,19,21.02,19.7
23,16,21.23,17.72
21,17,20.58,19.67
28,17,19.62,18.02
23,19,20.12,18.47
23,17,21.27,19.57
23,21,20.63,18.08
24,17,19.53,18.37
24,18,21.42,20.37
23,18,21.9,18.85
28,16,20.92,18.17
22,16,21.73,18.67
27,17,23.28,17.92
27,17,21.33,19.1
23,17,19.63,18.88
28,18,20.95,20.45
26,16,20.87,19.92
24,19,21.07,19.32
27,17,22.08,18.2
21,18,20.15,19.88
26,21,20.35,19.52
20,20,21.65,17.9
25,19,20.45,18.35
28,17,21.62,18.17
25,16,21.37,19.33
23,16,22.53,17.5
26,16,20.4,18.23
25,20,21.22,18.12
24,19,20.82,19.15
22,16,21.2,18.6
23,16,21.63,18.63
25,18,19.22,17.77
22,16,20.37,18.48
24,18,21.8,18.93
28,17,21.37,18.83
23,19,20.78,18.53
20,16,20.22,18.08
24,18,22.28,18.75
24,17,20.6,18.83
28,18,21.02,18.17
22,17,19.83,19.37
24,17,20.77,19.25
23,18,22.2,18.03
27,20,20.47,19.48
24,17,21.27,18.58
26,19,22.65,17.5
23,17,19.45,19.77
25,17,20.15,17.58
22,16,20.57,17.5
24,19,19.42,17.5
22,17,20.73,18.35
21,16,21.25,19.1
25,17,20.53,19.53
25,18,21.27,18.72
24,19,19.62,18.85
23,18,19.7,17.75
26,19,20.15,17.5
25,17,20.57,18.67
23,16,21.53,18.28
25,18,21.3,18.75
25,17,20.75,18.1
24,17,21.63,19.62
22,16,22.15,17.98
23,17,22.35,18.33
21,18,22.1,19.73
26,21,20.53,18.7
24,19,22.15,17.92
24,17,22.4,19.9
25,18,21.45,18.12
23,17,20.72,19.35
24,18,21.42,18.68
25,18,20.63,19.67
23,19,21.72,18.58
21,19,21.2,18.18
20,20,21.33,18.42
22,18,20.97,19.35
22,17,22.08,18.75
24,17,23.75,19.23
25,18,20.18,18.47
23,18,21.3,19.9
25,17,20.35,19.92
21,16,20.13,19.45
21,17,20.68,18.72
25,17,19.62,18.08
23,17,21.93,20
22,19,20.77,18.33
21,16,20.75,18.37
25,20,20.28,19.93
22,18,22.8,19.28
25,17,20.68,19.22
26,18,22.4,18.35
28,18,21.52,18.07
25,17,22.3,18.53
25,17,20.8,17.5
24,17,22.02,18.52
28,18,20.72,17.57
25,18,21.4,19.48
26,19,21.35,18.12
26,18,21.92,19.33
25,22,21.52,17.95
26,17,22.9,19.33
23,18,19.1,18.82
27,19,20.02,18.77
24,18,19.93,17.72
23,21,19.9,19.97
26,20,21.83,19.7
23,17,21.37,18.22
26,17,20.77,18.75
19,17,22.1,19.37
21,18,21.85,19.1
24,16,21.68,18.28
27,17,20.18,19.58
23,16,19.5,18.13
25,16,21.5,18.48
22,18,21,19.47
24,17,20.05,18.85
24,18,21.08,18.75
22,16,21.77,17.52
25,17,21.37,17.5
27,17,22.57,17.87
21,18,21.35,19.27
23,18,20.83,18.17
27,16,21.42,19.08
26,18,20.3,19.02
21,16,20.2,19.73
20,17,19.73,19.38
23,17,21.5,19.65
24,18,19.68,18.38
24,21,21.25,19.37
24,17,22.87,19.38
22,18,23.4,19.07
25,16,20.75,17.5
26,19,20.87,18.08
21,17,20.97,18.28
23,19,21.75,18.22
21,16,20.02,18.73
24,18,20.88,18.42
25,18,21.03,18.35
25,16,20.92,18.5
23,17,21.35,17.73
25,17,21.53,18.02
26,16,21.38,19
23,16,21.62,17.97
25,18,20.53,18.38
28,18,20.17,18.97
24,17,20.58,19.13
23,18,21.92,18.78
25,18,22.15,18.27
22,17,21.62,19.6
25,16,21.82,17.95
23,16,20.2,18.13
25,18,20.52,18.17
24,16,20.65,18.62
25,18,21.35,17.65
24,20,19.42,20.4
23,17,18.98,18.87
26,18,20.68,18.35
23,19,19.37,19.62
25,17,20.23,18.52
27,17,22.57,18.62
25,17,20.55,19.17
23,19,22.55,19.37
21,18,23.02,19.08
24,16,20.48,17.78
27,17,20.18,18.35
26,18,21.12,17.87
24,17,20.75,20.28
26,16,20.23,19.63
25,17,22.2,19.75
26,18,21,19.43
22,17,21.3,17.63
23,17,21.82,17.95
23,17,23.5,18.17
24,17,22.62,17.55
23,20,21.45,19.15
21,18,22.05,17.87
26,16,21.57,19.03
23,16,22.42,17.58
22,17,19.65,18.83
23,19,22.78,18.83
23,19,22.6,18.2
24,19,21.17,19.6
22,18,22.32,17.78
24,17,21.28,19.55
26,16,21.53,17.88
24,19,21.08,18.08
21,19,22.12,17.68
25,17,22.77,19.68
27,18,20.17,18.45
25,18,21.43,18.87
26,20,21.33,17.77
25,17,21.65,18.32
26,16,21.28,19.3
25,17,21.48,18.12
25,18,22.48,18.93
25,17,22.47,18.9
24,17,21.28,18.2
25,17,21.1,18.27
25,19,21.45,19.63
23,16,24.33,18.4
24,17,21.55,19.62
23,17,20.1,18.6
29,16,21.1,17.88
21,17,20.68,17.5
22,17,21.45,19.63
24,16,19.6,18.42
24,16,20.38,19.78
25,17,22.15,19.35
21,18,20.78,18.12
21,19,21.67,20.08
27,18,19.92,17.6
20,18,20.57,18.32
26,18,20.33,19.45
22,20,22.48,19.2
26,17,21.1,18.33
19,17,21.48,18.82
27,18,19.55,18.85
27,19,20.68,18.17
25,17,22.43,17.95
22,18,21.88,18.3
24,16,23.32,18.23
26,19,22.2,18.65
24,17,20.7,18.93
23,20,19.17,19.15
26,17,22.38,17.93
24,18,19.4,18.4
23,18,21.57,19.15
17,17,22.53,18.2
27,16,21.1,18.57
25,19,18.83,17.98
19,18,21.28,17.97
25,18,21.42,18.33
25,16,21.5,19.1
22,17,21.63,17.93
21,18,20.28,18.45
23,19,21.15,19.17
25,17,21.35,19.4
21,19,20.7,18.88
24,19,20.13,18.52
26,17,21.4,17.82
22,21,20.52,18.82
28,20,20.52,18.87
26,18,21.58,19.43
24,16,21.9,17.5
27,19,20.72,18.87
21,17,19.98,18.02
25,19,20.63,18.43
24,17,22.6,18.72
27,16,19.18,19.25
25,18,22.5,17.5
24,17,21.1,17.77
24,17,22.7,18.82
24,18,22.18,19.2
24,17,21,18.37
22,16,21.27,19.38
26,17,22.93,18.17
25,19,20.55,18.65
22,17,21.57,17.62
24,20,21.33,19.42
26,16,22.25,17.97
26,17,22.4,18.75
25,17,20.57,19.32
25,17,19.75,18.32
25,16,22.17,18
23,18,20.45,19.8
26,18,21.85,17.92
24,18,22.27,18.7
24,18,22.32,18.67
25,17,19.33,19.2
22,16,21.5,18.65
24,17,19.9,18.13
21,16,21.88,19.53
24,18,20.18,19.2
23,19,21.05,17.75
24,16,21.47,19.48
28,17,20.53,19.12
23,18,20.07,18.45
23,19,21.35,19.37
23,17,21,18.83
21,18,21.22,18.43
25,19,22.53,19.72
26,16,18.85,18.28
24,21,21.72,18.68
21,17,20.02,17.98
23,17,20.53,18.98
26,19,20.48,18.03
23,17,20.7,19.6
20,16,21.08,18.48
25,17,23.85,18.35
21,17,20.68,17.97
24,16,20.98,19.5
23,17,18.6,18.17
29,17,21.62,18.07
22,17,22.22,18.7
26,20,21.72,18.08
25,19,19.07,17.97
21,17,21,17.5
25,18,20.05,17.57
23,18,19.35,17.68
25,17,20.98,17.93
26,18,22.63,17.5
26,18,20.97,18.7
22,18,20.58,19.2
25,16,22.37,17.5
24,21,20.73,18.75
22,20,19.78,18.5
23,19,20.62,19.32
27,17,21.7,17.85
23,18,20.48,17.87
23,18,22.22,20.35
24,18,22.5,19.02
26,19,21.53,19.53
23,18,21.65,17.75
23,17,20.72,19.18
22,16,21.42,18.35
23,22,22.23,20.42
25,17,19.3,18.37
25,21,20.93,19.35
23,18,22.82,20.72
20,18,20.68,18.63
23,18,21.7,18.62
24,18,22.08,19.57
24,21,19.35,18.65
22,20,20.65,18.48
25,18,20.58,18.68
24,16,21.08,17.75
24,16,19.73,18.72
27,17,21.67,18.33
24,18,21.07,19.33
26,16,21.63,18.07
22,17,20.55,18.07
25,17,23.3,18
26,16,21.7,18.75
29,17,20.38,19.4
25,18,20.35,19.93
21,17,21.68,18.05
22,17,19.22,18.33
20,17,21.17,18.33
24,18,20.1,18.4
23,18,20.95,17.5
21,16,22.12,17.63
26,16,20.6,19.17
29,19,19.7,18.92
26,16,20.17,18.5
22,17,22.15,18.9
21,16,18.85,18.82
23,17,21.48,18.45
22,20,22.45,18.48
25,17,21.18,19.68
21,21,22,18.98
28,19,20.42,18.32
27,18,20.43,17.5
23,20,21.28,18.47
28,19,20.83,18.92
23,16,20.7,18.4
24,21,21.73,18.87
22,18,21.28,19.12
23,16,18.78,18.6
23,17,21.83,18.23
20,18,20.78,19.95
20,17,20.33,18.67
26,19,21.07,18.5
26,17,21.7,20.3
21,18,20.68,18.22
24,19,19.63,18.07
20,16,22.17,18.53
21,19,21.12,17.8
23,18,21.82,18.35
22,18,20.3,17.95
23,18,19.35,18.4
24,20,20.22,18.23
23,17,20.37,20.15
24,19,20.05,18.52
24,20,19.52,18.5
20,16,20.8,20.28
20,20,20.25,18.45
23,18,21.5,20.13
26,16,20.38,20.07
28,17,18.65,17.88
24,18,21.23,18.22
20,17,20.13,19.07
24,19,20,18.05
25,18,20.68,17.5
25,17,22.17,19.97
22,18,21.6,17.9
25,16,18.62,18.73
24,16,20.77,18.58
23,22,20.78,19.03
23,17,21.35,19.12
26,18,21.5,19.63
22,19,21.15,17.9
24,17,22.83,17.5
25,18,20.42,17.67
26,23,20.05,17.7
27,22,21.8,18.22
24,17,20.9,18.22
19,17,20.43,18.38
23,19,22.35,18.83
26,18,20.95,18.52
23,18,19.6,18.2
22,17,20.55,19.72
20,17,19.6,19.05
26,17,22.25,18.17
23,17,20.57,17.7
21,18,21.02,17.8
26,16,19.6,18.68
27,18,23.05,19.03
27,19,20.97,18.85
19,17,23.18,19.12
21,16,20.92,19.13
22,18,21.28,18.78
24,18,21.02,18.4
27,20,21.92,17.93
26,16,20.98,17.65
23,16,22.47,17.72
24,17,22.32,17.68
25,20,22.1,17.88
23,17,21.87,18.1
24,16,22.87,18.37
25,16,19.28,18.33
20,17,20.6,18.62
22,16,22.77,18.35
27,18,23.63,19.45
24,18,22.37,18.38
22,19,20.87,19.33
24,16,22.03,18.9
22,18,20.77,17.78
25,19,21.57,17.5
27,17,21.47,18.97
25,20,22.52,17.5
24,17,20.37,18.35
26,18,20.7,17.6
24,19,21.53,19.37
24,18,19.52,18.65
23,16,22.4,18.62
22,17,20.33,18.98
25,17,21.3,19.28
24,20,18.63,20.98
25,16,20.8,18.3
24,17,22.97,20.12
26,17,21.93,17.9
28,17,21.47,18.32
24,17,19.18,19.17
21,16,19.9,17.52
23,17,20.97,20.1
22,18,20.27,17.58
20,16,20.62,18.35
23,19,20.83,18.12
27,17,22.2,21.38
22,17,22.48,17.82
24,20,20.1,17.5
25,17,21.83,19.03
24,17,20.75,19.15
23,17,21.83,19.42
23,19,19.93,19.25
23,16,20.47,18.17
20,17,21.05,17.83
26,22,20.82,18.23
26,17,21.03,18.17
21,16,21.35,18.33
25,17,22.13,19.2
23,17,20.9,18.95
23,17,21.1,18.45
24,18,21.1,20.15
20,20,20.52,18
27,16,19.85,19.92
26,18,22.32,17.85
26,18,21.88,19.02
22,18,21.22,19.8
23,21,20.9,19.15
21,16,20.65,18.85
21,17,21.18,19.12
25,17,21.08,18.07
26,18,23.05,18.83
26,19,19.82,18.45
26,17,20.67,18.23
21,16,19.73,17.88
25,17,18.78,18.95
25,19,22.13,17.63
23,18,21.32,18.45
26,19,19.5,18.25
23,17,21.07,17.98
23,18,19.57,18.18
25,17,19.77,18.35
26,17,20.45,18.93
24,16,20.38,19.27
25,17,20.57,18.48
26,17,22.57,18.7
26,19,20.18,18.97
26,18,21.77,19.12
28,16,21.3,18.55
22,17,20.67,19.05
28,18,21.5,19.28
28,21,21.68,17.58
21,17,21.07,18.93
24,17,19.4,18.83
22,19,22.33,19.23
20,18,19.55,17.98
23,16,20.2,18.55
22,17,20.52,17.5
23,17,20.22,18.53
25,18,20.43,19.7
27,19,20.03,18.88
24,17,20.48,19
21,17,21.52,18.28
21,16,21.53,18.63
24,17,20.53,17.5
29,17,23.78,20.62
26,16,21.6,19.1
22,20,19.22,18.22
25,19,19.82,19.02
25,17,20.2,19.77
24,18,20.1,18.6
25,17,20.03,18.3
28,17,20.53,19.83
24,18,20.72,19.25
24,17,22.52,18.13
23,19,21.28,18.63
23,17,20.37,17.95
21,18,20.28,18.38
24,18,20.48,18.1
23,18,19.77,17.93
26,17,21.67,18.13
25,19,20.03,19.43
24,18,21.15,19.28
27,17,21.38,20
25,20,21.5,17.78
22,18,23.67,18.4
25,19,19.92,18.82
24,17,19.87,19.65
22,18,19.92,17.5
23,18,19.63,18.63
22,18,20.3,17.73
22,17,21.38,18.27
22,18,20.68,17.6
21,17,22.03,18.35
23,18,20.32,19.33
22,19,20.13,18.63
25,20,22.67,17.92
23,18,21.48,19.42
22,17,21.58,18.62
20,17,19.92,17.98
24,18,23.15,18.85
28,18,20.05,17.88
23,18,20.1,18.43
29,18,22.58,18.73
23,16,21.4,18.67
22,16,19.4,18.15
25,16,19.28,17.5
24,20,20.77,17.58
23,17,20.95,18.68
27,17,20.92,20.33
24,18,20.93,19.17
20,18,22.28,18.2
26,21,22.28,19.8
22,16,21.38,18.75
27,17,21.13,18.97
25,18,20.88,18.97
24,18,23.18,18.45
24,17,21.05,17.92
26,19,19.9,18.52
25,17,20.88,18.53
21,20,20.02,18
26,18,19.87,17.5
19,16,21.63,20
26,16,21.53,19.55
23,19,19.83,19.83
27,17,21.83,18.22
23,19,22.42,18.1
26,17,22.15,18.97
24,17,21.27,17.95
27,17,21.17,17.93
24,17,21.8,17.98
22,17,20.9,18.4
23,19,22.9,18.73
24,19,21.48,18.77
25,16,20.28,17.72
22,19,23.2,17.57
25,18,20.17,17.88
25,16,21.05,19.93
24,17,19.83,18.83
24,21,20.68,18.98
20,19,20.8,18.57
22,17,20.28,18.77
26,18,18.88,18.2
21,18,22.72,19.97
23,17,19.63,17.58
24,17,20.65,17.65
27,16,21.37,18.63
27,20,20.92,18.15
24,16,22.17,18.67
24,20,21.27,20.27
25,16,20.3,19.23
25,17,20.88,17.9
24,17,21.68,19.22
25,19,20.13,18.3
24,17,21.17,19.22
26,18,20.1,19.28
21,17,21.45,20.23
25,17,20.5,19.52
22,17,20.87,18.13
23,18,20.93,17.8
25,16,21.87,18.98
27,16,20.55,19.62
26,17,20.37,18.72
25,17,21.32,19.8
25,21,20.5,18.05
23,19,23.38,18.35
24,18,20.68,17.5
28,18,22.87,19.55
25,16,21.22,19.3
26,17,22.22,19.7
25,20,21.88,17.75
21,17,20.98,18.72
23,18,21.07,19.7
22,16,20.02,18.63
22,19,22.63,18.23
24,19,22.77,18.12
27,18,21.88,17.7
25,18,20.7,18.22
21,16,22.07,17.68
21,17,20.97,18.92
21,20,20.93,17.88
21,17,19.17,18.7
24,18,22.62,19.23
27,16,21.35,18.2
25,16,20.93,17.5
26,17,20.73,18.67
24,16,20.07,17.6
27,18,22.13,18.18
22,20,20.75,17.98
27,18,20.7,17.9
25,16,19.28,18.28
29,17,20.82,19.97
24,18,20.6,19.57
24,16,21.13,18.35
21,16,21.22,19.27
26,17,19.02,18.87
23,17,20.67,18.63
26,17,20.9,19.3
25,16,21.33,17.8
20,19,22.5,19.08
20,17,20.65,19.58
25,16,19.7,19.25
27,18,21.98,18.88
21,17,21.07,18.95
23,16,23.68,18.62
24,17,20.88,18.6
23,17,21.75,18.2
26,18,20.85,20.85
25,18,19.8,17.77
26,17,21.35,19
23,18,21.48,18.92
22,16,21.48,18.3
24,17,20.37,18.98
27,16,19.3,19.55
25,18,20.43,18.73
25,17,18.92,19.42
24,18,22.6,18.32
21,18,20.33,18.65
25,17,20.53,18.03
24,17,20.45,17.95
23,20,22.25,18.63
22,19,21.73,18.2
22,17,20.9,18.48
25,17,22.43,22.42
25,17,19.63,18.58
24,16,22.33,22.85
27,20,20,19.38
29,20,20.75,18.48
24,16,19.52,17.92
22,20,21.63,18.65
24,16,22.42,18.03
22,16,19.95,19.4
26,21,21.75,20.15
22,16,23.22,18.87
23,18,20.22,18.95
26,16,18.72,17.72
24,17,20.93,18.82
23,19,21.07,18.27
25,19,22.03,19.08
25,19,20.95,19.35
24,19,21.85,18.55
23,18,21.63,19.2
25,16,23.13,18.52
27,21,20.92,18.15
27,16,20.43,17.5
24,16,19.38,18.02
26,17,21.25,17.53
26,20,19.85,18.55
26,17,21.55,19.35
22,18,20.92,18.67
25,19,19.92,19.2
25,17,21.8,19
25,19,21.87,18.42
25,17,22.6,19.37
26,17,20.37,18.47
22,16,21.93,17.98
22,17,23.05,17.93
27,18,21.68,18.43
22,20,21.58,17.8
20,17,20.37,17.8
24,17,21.6,18.75
23,19,21.35,18.12
25,18,21.38,18.15
21,19,20.57,18.57
25,16,21.22,19.27
25,19,21.88,17.9
26,16,20.72,20.28
24,17,21.2,17.72
24,18,18.33,18.18
26,16,19.93,20.27
24,18,19.97,17.93
25,16,21.28,19.47
25,18,20.83,18.18
23,16,20.82,17.5
25,18,20.9,18.65
25,18,20.7,19.08
26,16,19.82,18.77
24,19,21.73,20.65
22,17,20.2,19.63
25,18,21.15,18.52
26,16,22.72,18.43
25,19,19.83,19.27
24,17,20.9,18.6
25,16,21.1,18.42
25,19,21.87,17.67
26,18,20.4,18.33
23,18,21.87,19.08
24,18,20.83,19.32
23,18,23.2,17.95
24,17,19.75,18.62
22,19,20.37,19.8
23,18,21.85,17.57
24,17,22.08,17.5
25,17,21.62,19.97
23,17,21.12,18.22
21,17,19.17,19.2
22,20,20.2,17.98
22,17,17.93,18
28,16,21.82,18.13
21,20,21.33,18.57
25,19,21.25,18.58
23,16,20.87,18.25
28,17,20.73,18.35
28,16,21.57,18.65
20,18,18.85,18.6
26,18,21.52,19.13
21,16,21.98,18.62
26,16,20.5,18.5
24,17,22.12,20.45
31,17,18.82,17.95
26,19,21.95,18.4
25,20,19.63,19.38
22,18,22.35,18.35
22,18,22.93,18.6
23,18,20.92,19.45
25,18,21.32,17.65
24,16,21.37,18.72
23,21,21.27,18.8
27,19,21.32,18.52
23,16,20.13,18.78
26,17,21.08,18.42
27,18,20.55,19
25,19,20.2,18.85
24,19,22.55,18.47
23,19,19.52,18.98
23,18,21.1,17.93
27,17,21.47,18.68
21,16,18.95,17.98
23,18,21.52,18.07
24,19,20.95,19.27
25,21,21.12,19.8
24,17,21.8,18.78
23,20,21.75,20.35
20,18,22.72,18.98
23,16,21.47,19.12
21,17,20.15,18.07
24,19,20.57,19.67
22,19,22.85,18.02
26,17,20.53,19.13
24,17,21.93,18.35
26,16,21.6,18
26,17,19.37,17.77
26,17,21.78,19
25,17,19.83,18.1
24,19,18.27,19.55
26,18,20.9,17.65
28,18,19.95,18.5
22,19,20.6,18.55
27,18,19.92,17.5
22,20,22.9,17.95
20,16,19.95,19.1
25,17,19.87,18.07
23,17,21.7,17.8
22,17,21.15,17.65
19,17,22.48,18.25
20,18,20.48,18.47
20,16,20.7,19.17
21,17,21.58,18.38
27,18,22.85,17.5
23,17,22.22,18.8
24,18,23.42,18.67
26,16,20.87,18.57
25,16,21.1,17.65
28,18,19.98,17.93
27,18,21.73,18.93
29,17,20.47,18.3
25,17,19.92,18.2
28,17,20.23,17.95
27,17,22.03,17.92
23,17,21.87,19.23
21,18,21.93,17.87
23,17,20.92,18.37
25,18,21.93,18.45
23,18,21.75,18.98
23,18,20.77,18.12
26,17,20.97,20.22
25,16,20.25,18.3
23,16,20.47,18.67
25,17,19.9,18.35
28,20,21.3,18.8
24,16,21.62,18.4
24,20,19.93,18.18
27,17,20.98,18.08
26,18,19.18,19.75
